=====[Train] Iter: 499 | Loss: 0.4158 | Accuracy: 0.818522 =====
[Eval] Iter: 11000 | Acc: 0.9285 | 2025-02-14 23:43:07.627075
[Eval] Iter: 11500 | Acc: 0.7762 | 2025-02-14 23:44:08.495666
[Eval] Iter: 12000 | Acc: 0.8799 | 2025-02-14 23:45:09.358515
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.655241 =====

=====Mean Valid IoU Is: 0.655241 =====
=====Best Valid IoU Is: 0.661278 =====
=====[Train] Iter: 22499 | Loss: 0.4001 | Accuracy: 0.847005 =====
=====[Train] Iter: 22999 | Loss: 0.2798 | Accuracy: 0.891439 =====
=====[Train] Iter: 23499 | Loss: 0.1638 | Accuracy: 0.946126 =====
=====[Train] Iter: 23999 | Loss: 0.2974 | Accuracy: 0.872721 =====
[Eval] Iter: 500 | Acc: 0.9237 | 2025-02-14 23:55:13.064078
[Eval] Iter: 1000 | Acc: 0.8483 | 2025-02-14 23:56:13.914213
[Eval] Iter: 1500 | Acc: 0.8978 | 2025-02-14 23:57:14.774596
[Eval] Iter: 2000 | Acc: 0.7489 | 2025-02-14 23:58:15.629574
[Eval] Iter: 2500 | Acc: 0.8211 | 2025-02-14 23:59:16.506207
[Eval] Iter: 3000 | Acc: 0.9705 | 2025-02-15 00:00:17.370112
[Eval] Iter: 3500 | Acc: 0.7096 | 2025-02-15 00:01:18.249086
[Eval] Iter: 4000 | Acc: 0.9403 | 2025-02-15 00:02:19.115837
[Eval] Iter: 4500 | Acc: 0.8333 | 2025-02-15 00:03:20.001422
[Eval] Iter: 5000 | Acc: 0.8945 | 2025-02-15 00:04:20.870332
[Eval] Iter: 5500 | Acc: 0.8102 | 2025-02-15 00:05:21.725956
[Eval] Iter: 6000 | Acc: 0.8485 | 2025-02-15 00:06:22.603648
[Eval] Iter: 6500 | Acc: 0.8177 | 2025-02-15 00:07:23.483139
[Eval] Iter: 7000 | Acc: 0.7614 | 2025-02-15 00:08:24.336123
[Eval] Iter: 7500 | Acc: 0.5698 | 2025-02-15 00:09:25.194468
[Eval] Iter: 8000 | Acc: 0.5493 | 2025-02-15 00:10:26.086736
[Eval] Iter: 8500 | Acc: 0.8875 | 2025-02-15 00:11:16.445911
[Eval] Iter: 9000 | Acc: 0.7502 | 2025-02-15 00:12:15.512566
[Eval] Iter: 9500 | Acc: 0.7362 | 2025-02-15 00:13:24.989127
[Eval] Iter: 10000 | Acc: 0.6986 | 2025-02-15 00:14:34.485595
[Eval] Iter: 10500 | Acc: 0.9019 | 2025-02-15 00:15:43.986587
[Eval] Iter: 11000 | Acc: 0.9450 | 2025-02-15 00:16:48.015739
[Eval] Iter: 11500 | Acc: 0.8263 | 2025-02-15 00:17:48.894437
[Eval] Iter: 12000 | Acc: 0.9167 | 2025-02-15 00:18:49.792956
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.675937 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.675937 =====
=====Best Valid IoU Is: 0.675937 =====
[Eval] Iter: 500 | Acc: 0.8802 | 2025-02-15 00:20:36.633528
[Eval] Iter: 1000 | Acc: 0.6660 | 2025-02-15 00:21:47.879594
[Eval] Iter: 1500 | Acc: 0.8683 | 2025-02-15 00:22:58.819668
[Eval] Iter: 2000 | Acc: 0.8820 | 2025-02-15 00:24:10.214066
[Eval] Iter: 2500 | Acc: 0.8898 | 2025-02-15 00:25:21.677143
[Eval] Iter: 3000 | Acc: 0.8911 | 2025-02-15 00:26:33.189469
[Eval] Iter: 3500 | Acc: 0.8418 | 2025-02-15 00:27:44.851430
[Eval] Iter: 4000 | Acc: 0.9465 | 2025-02-15 00:28:56.510932
[Eval] Iter: 4500 | Acc: 0.8285 | 2025-02-15 00:29:55.654198
[Eval] Iter: 5000 | Acc: 0.7756 | 2025-02-15 00:31:12.451210
[Eval] Iter: 5500 | Acc: 0.9251 | 2025-02-15 00:32:31.558780
[Eval] Iter: 6000 | Acc: 0.8462 | 2025-02-15 00:33:50.971235
[Eval] Iter: 6500 | Acc: 0.8403 | 2025-02-15 00:35:02.969058
[Eval] Iter: 7000 | Acc: 0.6886 | 2025-02-15 00:36:14.404214
[Eval] Iter: 7500 | Acc: 0.8075 | 2025-02-15 00:37:25.805940
[Eval] Iter: 8000 | Acc: 0.6642 | 2025-02-15 00:38:37.277147
[Eval] Iter: 8500 | Acc: 0.8872 | 2025-02-15 00:39:48.940406
[Eval] Iter: 9000 | Acc: 0.6810 | 2025-02-15 00:41:00.409267
[Eval] Iter: 9500 | Acc: 0.6912 | 2025-02-15 00:42:11.882017
[Eval] Iter: 10000 | Acc: 0.8937 | 2025-02-15 00:43:23.175366
[Eval] Iter: 10500 | Acc: 0.8009 | 2025-02-15 00:44:34.400900
[Eval] Iter: 11000 | Acc: 0.8994 | 2025-02-15 00:45:45.395158
[Eval] Iter: 11500 | Acc: 0.7160 | 2025-02-15 00:46:56.378598
[Eval] Iter: 12000 | Acc: 0.8804 | 2025-02-15 00:47:55.381047
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[TEST]  Mean IoU: 0.675674 =====

